,idade,renda,propriedadeCasa,tempoEmpregado,intensao,grau,valor,taxaJuros
5054,26,43200,HIPOTECA,11.0,OUTRO,C,6000,12.87
5055,26,42000,ALUGUEL,3.0,PERSONAL,C,5000,13.99
5056,22,48000,ALUGUEL,7.0,OUTRO,A,5000,6.99
5057,23,37200,HIPOTECA,7.0,MELHORIA DE CASA,B,7000,10.59
5058,22,43200,HIPOTECA,,OUTRO,A,7975,7.49
5059,21,42000,ALUGUEL,2.0,PERSONAL,D,5000,
5060,23,37200,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4000,7.66
5061,23,48000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,9.25
5062,24,48000,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,9.99
5063,23,48000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,6.17
5064,22,48000,ALUGUEL,7.0,PERSONAL,B,5000,11.12
5065,24,48000,ALUGUEL,6.0,EDUCAÇÃO,C,5000,13.11
5066,23,42000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,5000,
5067,21,37200,HIPOTECA,3.0,MÉDICO,A,16800,6.17
5068,22,43200,HIPOTECA,7.0,PERSONAL,A,11000,5.42
5069,24,43200,HIPOTECA,3.0,MELHORIA DE CASA,C,16000,
5070,22,48000,ALUGUEL,6.0,OUTRO,B,5000,
5071,23,43200,PRÓPRIO,6.0,OUTRO,E,13000,15.95
5072,23,43200,PRÓPRIO,6.0,EDUCAÇÃO,C,2000,14.35
5073,24,37200,HIPOTECA,2.0,MÉDICO,A,8000,7.88
5074,24,48000,ALUGUEL,3.0,EDUCAÇÃO,B,5000,11.89
5075,22,43200,HIPOTECA,6.0,OUTRO,A,6000,7.51
5076,26,37200,HIPOTECA,10.0,CONSOLIDAÇÃO DE DÍVIDAS,C,16000,13.11
5077,22,48000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,11.89
5078,25,48000,ALUGUEL,3.0,PERSONAL,A,5000,9.63
5079,23,48000,ALUGUEL,7.0,OUTRO,B,5000,8.7
5080,22,48048,ALUGUEL,2.0,MÉDICO,B,5000,11.36
5081,26,43200,HIPOTECA,10.0,MELHORIA DE CASA,B,2500,9.88
5082,24,48200,ALUGUEL,3.0,MÉDICO,B,5000,10.38
5083,24,43200,HIPOTECA,0.0,MELHORIA DE CASA,C,10000,14.26
5084,25,43200,PRÓPRIO,9.0,OUTRO,B,13800,11.48
5085,22,43200,PRÓPRIO,6.0,PERSONAL,A,10000,9.63
5086,22,43200,PRÓPRIO,6.0,EDUCAÇÃO,A,6000,7.68
5087,26,48996,ALUGUEL,5.0,EDUCAÇÃO,A,5000,7.88
5088,24,48996,ALUGUEL,5.0,MÉDICO,C,5000,13.79
5089,23,43236,PRÓPRIO,1.0,OUTRO,C,18000,12.87
5090,24,49000,ALUGUEL,4.0,MÉDICO,B,5000,10.65
5091,22,49000,ALUGUEL,6.0,OUTRO,B,5000,11.86
5092,24,49296,ALUGUEL,8.0,EDUCAÇÃO,A,5000,7.88
5093,22,49560,ALUGUEL,5.0,EDUCAÇÃO,B,5000,10.36
5094,24,43300,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,24000,10.62
5095,23,44000,ALUGUEL,6.0,MELHORIA DE CASA,D,5000,16.77
5096,22,50000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,5.42
5097,24,44000,ALUGUEL,2.0,EDUCAÇÃO,C,5000,15.23
5098,23,50000,ALUGUEL,7.0,EDUCAÇÃO,B,5000,10.59
5099,24,50000,ALUGUEL,1.0,MELHORIA DE CASA,A,5000,7.49
5100,24,55000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,9000,12.87
5101,25,43500,HIPOTECA,2.0,MELHORIA DE CASA,A,9000,9.63
5102,26,55000,ALUGUEL,10.0,EDUCAÇÃO,E,9000,16.7
5103,23,43600,HIPOTECA,4.0,EDUCAÇÃO,A,7000,7.49
5104,23,43600,PRÓPRIO,7.0,EDUCAÇÃO,C,15000,
5105,23,49029,ALUGUEL,1.0,MÉDICO,A,9000,
5106,24,56000,ALUGUEL,8.0,MELHORIA DE CASA,D,9000,
5107,24,56000,ALUGUEL,6.0,PERSONAL,A,9000,7.29
5108,23,56000,ALUGUEL,7.0,EDUCAÇÃO,C,9000,13.35
5109,23,57000,ALUGUEL,1.0,PERSONAL,A,9000,7.14
5110,23,37700,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,9.63
5111,25,37700,HIPOTECA,7.0,EDUCAÇÃO,B,9000,11.58
5112,26,57240,ALUGUEL,3.0,OUTRO,A,9000,7.51
5113,23,57500,ALUGUEL,2.0,MÉDICO,B,9000,10.37
5114,25,43800,HIPOTECA,0.0,EDUCAÇÃO,B,13000,10.38
5115,23,57500,ALUGUEL,5.0,EDUCAÇÃO,A,9000,6.91
5116,26,37800,HIPOTECA,10.0,MELHORIA DE CASA,D,7000,14.96
5117,25,57996,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,11.83
5118,26,43873,PRÓPRIO,,MELHORIA DE CASA,D,17500,16.32
5119,24,58000,ALUGUEL,6.0,EDUCAÇÃO,A,9000,7.29
5120,24,58800,ALUGUEL,4.0,EDUCAÇÃO,A,9000,
5121,21,43971,HIPOTECA,5.0,PERSONAL,A,4600,5.42
5122,23,60000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,9000,7.51
5123,22,44000,HIPOTECA,4.0,EDUCAÇÃO,B,10000,12.69
5124,23,44000,PRÓPRIO,7.0,OUTRO,A,6400,7.51
5125,26,60000,ALUGUEL,0.0,OUTRO,B,9000,10.59
5126,22,60000,ALUGUEL,5.0,PERSONAL,A,9000,5.99
5127,26,60000,ALUGUEL,4.0,EDUCAÇÃO,C,9000,12.68
5128,23,44000,HIPOTECA,4.0,EDUCAÇÃO,A,3200,7.51
5129,23,60000,ALUGUEL,2.0,MÉDICO,A,9000,6.17
5130,24,44000,HIPOTECA,,MÉDICO,A,4000,
5131,24,44000,PRÓPRIO,9.0,OUTRO,C,6000,15.96
5132,23,60000,ALUGUEL,2.0,OUTRO,A,9000,
5133,23,44000,HIPOTECA,2.0,OUTRO,C,4000,15.27
5134,25,44000,HIPOTECA,6.0,MELHORIA DE CASA,A,7000,6.03
5135,21,44000,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,12000,
5136,24,44000,HIPOTECA,4.0,PERSONAL,B,11200,10.99
5137,23,60000,ALUGUEL,0.0,EDUCAÇÃO,C,9000,13.61
5138,22,60000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,11.86
5139,22,60000,ALUGUEL,6.0,EDUCAÇÃO,A,9000,7.14
5140,22,60000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,9000,
5141,24,60000,ALUGUEL,1.0,OUTRO,B,9000,11.58
5142,22,44000,HIPOTECA,2.0,PERSONAL,A,3500,5.99
5143,24,44000,HIPOTECA,7.0,PERSONAL,B,10000,9.99
5144,23,61041,ALUGUEL,7.0,PERSONAL,B,9000,11.36
5145,22,62400,ALUGUEL,6.0,OUTRO,A,9000,8.49
5146,25,62604,ALUGUEL,2.0,PERSONAL,A,9000,
5147,26,64000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,9000,6.03
5148,25,44000,HIPOTECA,2.0,OUTRO,D,12000,14.54
5149,26,44000,HIPOTECA,7.0,PERSONAL,E,10000,17.14
5150,24,65000,ALUGUEL,5.0,MELHORIA DE CASA,A,9000,6.03
5151,25,44000,HIPOTECA,5.0,OUTRO,A,4000,5.79
5152,22,44000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7200,7.29
5153,24,44000,HIPOTECA,8.0,EDUCAÇÃO,A,2000,5.79
5154,22,65000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,9.91
5155,24,44000,PRÓPRIO,8.0,OUTRO,A,14500,7.29
5156,23,44000,HIPOTECA,,MÉDICO,A,6000,5.42
5157,23,59000,ALUGUEL,0.0,MELHORIA DE CASA,D,9000,15.28
5158,26,65000,ALUGUEL,3.0,MÉDICO,B,9000,11.86
5159,24,44000,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10750,6.17
5160,26,44000,HIPOTECA,0.0,MELHORIA DE CASA,A,8475,6.91
5161,23,44000,HIPOTECA,0.0,MÉDICO,A,5500,6.17
5162,23,69000,ALUGUEL,7.0,PERSONAL,B,9000,11.49
5163,24,44000,HIPOTECA,,MÉDICO,A,3600,5.79
5164,22,70000,ALUGUEL,3.0,OUTRO,C,9000,13.49
5165,22,70000,ALUGUEL,4.0,EDUCAÇÃO,B,9000,
5166,23,44000,PRÓPRIO,7.0,OUTRO,C,5000,13.23
5167,26,44000,PRÓPRIO,10.0,OUTRO,C,5000,
5168,26,72000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,10.74
5169,24,38000,HIPOTECA,0.0,PERSONAL,D,2500,15.7
5170,23,72000,ALUGUEL,2.0,OUTRO,C,9000,13.47
5171,25,72500,ALUGUEL,2.0,MELHORIA DE CASA,B,9000,10.59
5172,26,74000,ALUGUEL,3.0,PERSONAL,B,9000,10.0
5173,25,44000,HIPOTECA,1.0,OUTRO,C,10000,12.87
5174,22,75000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,10.99
5175,25,44000,HIPOTECA,7.0,MELHORIA DE CASA,A,5000,7.4
5176,23,44000,HIPOTECA,2.0,OUTRO,A,2000,7.4
5177,23,69000,ALUGUEL,8.0,EDUCAÇÃO,B,9000,9.63
5178,23,69000,ALUGUEL,1.0,EDUCAÇÃO,D,9000,14.09
5179,24,44000,PRÓPRIO,8.0,PERSONAL,D,9000,15.31
5180,24,77496,ALUGUEL,2.0,OUTRO,C,9000,12.84
5181,25,44000,HIPOTECA,3.0,OUTRO,A,3600,9.32
5182,26,80000,ALUGUEL,3.0,OUTRO,A,9000,8.9
5183,22,80000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,9000,6.91
5184,26,80000,ALUGUEL,0.0,OUTRO,C,9000,13.16
5185,25,80000,ALUGUEL,0.0,EDUCAÇÃO,C,9000,
5186,26,80000,ALUGUEL,0.0,EDUCAÇÃO,C,9000,10.91
5187,23,80400,ALUGUEL,4.0,PERSONAL,A,9000,7.51
5188,23,83000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,10.59
5189,22,44000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,18900,10.14
5190,25,84000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,11.36
5191,22,38004,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,D,3600,17.27
5192,23,44004,PRÓPRIO,7.0,MÉDICO,A,17000,6.62
5193,26,84996,ALUGUEL,0.0,MÉDICO,B,9000,11.26
5194,24,85000,ALUGUEL,1.0,MÉDICO,C,9000,13.92
5195,21,44004,HIPOTECA,5.0,OUTRO,B,7200,11.89
5196,22,44004,HIPOTECA,0.0,PERSONAL,C,6300,12.29
5197,24,86250,ALUGUEL,1.0,MELHORIA DE CASA,B,9000,12.69
5198,25,87000,ALUGUEL,7.0,MÉDICO,C,9000,13.49
5199,23,88000,ALUGUEL,5.0,MÉDICO,B,9000,
5200,22,44160,HIPOTECA,5.0,OUTRO,C,3000,14.79
5201,24,44160,OUTROS,7.0,MÉDICO,C,10000,13.22
5202,25,44196,HIPOTECA,8.0,MELHORIA DE CASA,A,4000,7.51
5203,25,90900,ALUGUEL,9.0,OUTRO,C,9000,13.22
5204,24,44208,HIPOTECA,2.0,OUTRO,A,7000,7.51
5205,23,92000,ALUGUEL,7.0,EDUCAÇÃO,A,9000,6.92
5206,24,83000,ALUGUEL,8.0,PERSONAL,D,9000,15.05
5207,23,44340,PRÓPRIO,0.0,OUTRO,C,3000,12.98
5208,26,38340,HIPOTECA,7.0,PERSONAL,B,2500,12.18
5209,23,44390,PRÓPRIO,3.0,EDUCAÇÃO,B,14300,10.99
5210,23,38400,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,D,15000,17.27
5211,25,100000,ALUGUEL,7.0,MÉDICO,C,9000,11.34
5212,25,100500,ALUGUEL,5.0,PERSONAL,B,9000,
5213,25,44400,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6000,6.03
5214,25,44400,HIPOTECA,6.0,OUTRO,C,14125,12.99
5215,22,110500,ALUGUEL,2.0,EDUCAÇÃO,A,9000,5.79
5216,25,115000,ALUGUEL,2.0,MELHORIA DE CASA,A,9000,7.51
5217,23,44400,HIPOTECA,8.0,EDUCAÇÃO,C,2500,12.68
5218,26,44400,HIPOTECA,,OUTRO,C,6500,14.35
5219,23,44400,HIPOTECA,3.0,EDUCAÇÃO,A,6500,7.51
5220,24,133800,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,A,9000,7.9
5221,23,140000,ALUGUEL,7.0,EDUCAÇÃO,A,9000,7.14
5222,25,44400,PRÓPRIO,1.0,PERSONAL,C,5000,12.72
5223,24,143000,ALUGUEL,7.0,OUTRO,E,9000,16.45
5224,24,24000,ALUGUEL,5.0,MÉDICO,B,8975,11.83
5225,26,33000,ALUGUEL,4.0,MÉDICO,D,8975,16.02
5226,26,44470,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4000,6.76
5227,24,44475,PRÓPRIO,1.0,OUTRO,B,5000,10.65
5228,26,52800,ALUGUEL,4.0,OUTRO,B,8975,10.99
5229,23,44496,HIPOTECA,2.0,OUTRO,A,3500,
5230,25,34600,ALUGUEL,0.0,EDUCAÇÃO,A,8950,6.17
5231,23,33000,ALUGUEL,1.0,EDUCAÇÃO,C,8950,13.22
5232,23,44500,HIPOTECA,4.0,EDUCAÇÃO,B,9250,9.62
5233,25,63000,ALUGUEL,3.0,MÉDICO,A,8900,7.29
5234,22,44500,HIPOTECA,3.0,PERSONAL,C,15000,13.57
5235,25,19240,ALUGUEL,0.0,MELHORIA DE CASA,B,8875,10.65
5236,21,44500,PRÓPRIO,6.0,EDUCAÇÃO,D,5000,13.87
5237,26,21312,ALUGUEL,0.0,PERSONAL,B,8875,10.59
5238,23,23000,ALUGUEL,2.0,EDUCAÇÃO,A,8875,8.9
5239,22,23000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,8875,10.74
5240,24,44582,HIPOTECA,8.0,PERSONAL,A,5600,7.49
5241,24,44600,HIPOTECA,5.0,MÉDICO,B,20000,11.89
5242,26,24500,ALUGUEL,4.0,PERSONAL,B,8875,10.0
5243,21,26124,ALUGUEL,3.0,EDUCAÇÃO,D,8875,15.62
5244,24,26400,ALUGUEL,4.0,MÉDICO,A,8875,6.62
5245,24,28800,ALUGUEL,2.0,PERSONAL,B,8875,
5246,25,30000,ALUGUEL,1.0,EDUCAÇÃO,A,8875,7.51
5247,24,44700,PRÓPRIO,8.0,MÉDICO,D,14400,15.37
5248,22,44720,HIPOTECA,6.0,PERSONAL,A,6000,7.9
5249,24,30000,ALUGUEL,0.0,MÉDICO,B,8850,
5250,24,62000,ALUGUEL,8.0,PERSONAL,A,8850,6.62
5251,22,23800,ALUGUEL,2.0,OUTRO,A,8800,9.32
5252,26,44959,HIPOTECA,2.0,PERSONAL,B,10000,11.71
5253,23,46744,ALUGUEL,4.0,EDUCAÇÃO,D,8800,14.96
5254,22,47000,ALUGUEL,6.0,EDUCAÇÃO,A,8800,7.49
5255,22,48000,ALUGUEL,7.0,PERSONAL,A,8800,6.62
5256,23,45000,HIPOTECA,4.0,EDUCAÇÃO,C,8650,14.27
5257,22,60000,ALUGUEL,3.0,MÉDICO,A,8800,8.9
5258,25,45000,HIPOTECA,3.0,EDUCAÇÃO,A,9000,6.62
5259,23,45000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,11.71
5260,22,73700,ALUGUEL,3.0,EDUCAÇÃO,F,8800,18.21
5261,25,75000,ALUGUEL,7.0,OUTRO,D,8800,14.59
5262,25,80000,ALUGUEL,,CONSOLIDAÇÃO DE DÍVIDAS,A,8800,7.51
5263,24,108000,ALUGUEL,6.0,EDUCAÇÃO,B,8800,10.99
5264,25,45000,HIPOTECA,4.0,OUTRO,C,10400,14.27
5265,23,44000,ALUGUEL,1.0,MÉDICO,C,5000,13.99
5266,23,44000,ALUGUEL,3.0,MÉDICO,D,5000,14.91
5267,24,50000,ALUGUEL,6.0,MÉDICO,A,5000,6.54
5268,22,45000,HIPOTECA,5.0,MÉDICO,B,6500,10.65
5269,24,50000,ALUGUEL,8.0,MÉDICO,B,5000,9.25
5270,23,45000,HIPOTECA,7.0,OUTRO,B,14550,11.71
5271,23,50000,ALUGUEL,7.0,EDUCAÇÃO,B,5000,11.86
5272,25,45000,HIPOTECA,9.0,EDUCAÇÃO,A,5000,
5273,22,50000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,7.88
5274,24,50000,ALUGUEL,7.0,OUTRO,B,5000,11.36
5275,25,45000,HIPOTECA,1.0,OUTRO,A,3000,6.62
5276,23,50000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,10.25
5277,23,50000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,7.4
5278,26,45000,HIPOTECA,4.0,PERSONAL,A,11000,8.9
5279,25,50000,ALUGUEL,0.0,PERSONAL,A,5000,
5280,24,50000,ALUGUEL,3.0,PERSONAL,D,5000,14.74
5281,24,45000,HIPOTECA,8.0,OUTRO,A,6000,7.51
5282,24,50000,ALUGUEL,2.0,EDUCAÇÃO,C,5000,11.03
5283,24,50004,ALUGUEL,9.0,OUTRO,C,5000,
5284,24,50004,ALUGUEL,5.0,PERSONAL,A,5000,7.14
5285,21,50252,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,11.46
5286,23,44400,ALUGUEL,4.0,OUTRO,D,5000,16.29
5287,23,50400,ALUGUEL,3.0,OUTRO,B,5000,10.38
5288,24,39000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,D,4150,17.58
5289,22,50433,ALUGUEL,6.0,OUTRO,B,5000,10.71
5290,21,50500,ALUGUEL,0.0,MÉDICO,B,5000,10.37
5291,24,50793,ALUGUEL,6.0,PERSONAL,A,5000,6.62
5292,21,45000,PRÓPRIO,2.0,OUTRO,A,6000,
5293,21,45996,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,D,5000,
5294,25,45996,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,G,5000,
5295,24,45000,HIPOTECA,0.0,MÉDICO,B,3000,
5296,25,39000,HIPOTECA,5.0,PERSONAL,C,8500,14.65
5297,22,45000,PRÓPRIO,4.0,PERSONAL,A,7000,6.62
5298,23,45000,HIPOTECA,6.0,MÉDICO,B,5600,11.71
5299,22,21000,ALUGUEL,1.0,PERSONAL,A,8500,7.51
5300,26,45000,HIPOTECA,6.0,MÉDICO,C,6000,14.27
5301,24,24000,ALUGUEL,1.0,PERSONAL,A,8500,7.9
5302,25,45000,HIPOTECA,5.0,PERSONAL,B,3800,10.65
5303,25,24000,ALUGUEL,2.0,OUTRO,B,8500,9.88
5304,26,24996,ALUGUEL,3.0,OUTRO,A,8500,6.91
5305,24,25000,ALUGUEL,0.0,OUTRO,B,8500,11.71
5306,23,25000,ALUGUEL,2.0,EDUCAÇÃO,A,8500,6.03
5307,26,25000,ALUGUEL,3.0,MÉDICO,B,8500,11.71
5308,25,25000,ALUGUEL,0.0,MÉDICO,C,8500,12.53
5309,24,25000,ALUGUEL,0.0,MELHORIA DE CASA,B,8500,12.21
5310,24,45000,HIPOTECA,2.0,OUTRO,A,9050,6.62
5311,25,25000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,8500,11.26
5312,21,25200,ALUGUEL,3.0,MÉDICO,C,8500,13.61
5313,24,45000,HIPOTECA,0.0,OUTRO,A,5000,6.62
5314,22,26000,ALUGUEL,,EDUCAÇÃO,A,8500,6.17
5315,25,45000,HIPOTECA,9.0,MELHORIA DE CASA,A,6800,6.03
5316,22,45000,HIPOTECA,6.0,PERSONAL,A,5000,6.99
5317,26,45000,HIPOTECA,10.0,MELHORIA DE CASA,A,8000,6.99
5318,22,27000,ALUGUEL,2.0,EDUCAÇÃO,B,8500,12.21
5319,24,39000,HIPOTECA,,CONSOLIDAÇÃO DE DÍVIDAS,A,7000,7.49
5320,21,27120,ALUGUEL,0.0,EDUCAÇÃO,A,8500,8.9
5321,25,28500,ALUGUEL,0.0,MÉDICO,B,8500,11.14
5322,22,45000,HIPOTECA,6.0,OUTRO,A,5000,7.49
5323,26,28700,ALUGUEL,6.0,MÉDICO,D,8500,13.55
5324,24,28800,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,8500,
5325,25,45000,HIPOTECA,4.0,MÉDICO,A,5800,6.99
5326,23,29520,ALUGUEL,7.0,EDUCAÇÃO,D,8500,15.37
5327,21,29760,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,8500,10.62
5328,23,30000,ALUGUEL,6.0,EDUCAÇÃO,C,8500,13.49
5329,22,45000,HIPOTECA,2.0,EDUCAÇÃO,D,8000,16.49
5330,23,45000,HIPOTECA,7.0,EDUCAÇÃO,B,14000,11.49
5331,25,30000,ALUGUEL,3.0,EDUCAÇÃO,C,8500,13.98
5332,23,32000,ALUGUEL,0.0,MÉDICO,C,8500,13.16
5333,25,45000,HIPOTECA,4.0,OUTRO,D,2000,15.62
5334,26,34000,ALUGUEL,1.0,MÉDICO,A,8500,7.88
5335,22,30000,ALUGUEL,4.0,MELHORIA DE CASA,D,8500,15.05
5336,23,45000,HIPOTECA,4.0,OUTRO,B,4725,11.99
5337,22,39000,HIPOTECA,,MELHORIA DE CASA,A,5500,5.99
5338,25,38400,ALUGUEL,9.0,OUTRO,B,8500,10.99
5339,22,40000,ALUGUEL,1.0,PERSONAL,C,8500,14.35
5340,24,45000,HIPOTECA,6.0,MELHORIA DE CASA,A,4075,5.42
5341,23,34000,ALUGUEL,5.0,OUTRO,C,8500,13.92
5342,26,45000,HIPOTECA,10.0,MELHORIA DE CASA,C,14125,13.99
5343,26,40500,ALUGUEL,,CONSOLIDAÇÃO DE DÍVIDAS,A,8500,7.88
5344,21,42000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,A,8500,7.51
5345,26,39000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,D,5600,16.49
5346,25,45000,HIPOTECA,6.0,MELHORIA DE CASA,B,10000,9.99
5347,23,45000,HIPOTECA,8.0,OUTRO,B,13000,10.99
5348,24,39000,HIPOTECA,8.0,MELHORIA DE CASA,C,5000,
5349,23,45000,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6000,7.49
5350,23,42000,ALUGUEL,0.0,EDUCAÇÃO,A,8500,6.92
5351,22,42000,ALUGUEL,3.0,EDUCAÇÃO,B,8500,12.53
5352,26,42000,ALUGUEL,0.0,MÉDICO,B,8500,11.14
5353,26,42996,ALUGUEL,10.0,MÉDICO,B,8500,10.2
5354,21,43000,ALUGUEL,5.0,OUTRO,D,8500,15.58
5355,26,45000,HIPOTECA,6.0,OUTRO,A,5000,6.99
5356,22,44000,ALUGUEL,4.0,OUTRO,A,8500,5.42
5357,24,44000,ALUGUEL,0.0,MÉDICO,A,8500,7.51
5358,25,39000,ALUGUEL,2.0,OUTRO,C,8500,13.23
5359,25,45000,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4000,6.62
5360,25,47000,ALUGUEL,1.0,EDUCAÇÃO,A,8500,8.9
5361,26,45000,HIPOTECA,9.0,OUTRO,D,10000,16.89
5362,25,47000,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,B,8500,10.37
5363,23,45000,PRÓPRIO,,EDUCAÇÃO,C,15000,14.79
5364,24,49232,ALUGUEL,8.0,EDUCAÇÃO,A,8500,6.54
5365,21,45000,HIPOTECA,5.0,MÉDICO,B,3000,10.99
5366,25,44000,ALUGUEL,9.0,MÉDICO,C,8500,14.27
5367,21,50000,ALUGUEL,5.0,OUTRO,B,8500,10.65
5368,21,44000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,8500,11.49
5369,26,45000,HIPOTECA,5.0,PERSONAL,A,14650,7.49
5370,25,50000,ALUGUEL,7.0,EDUCAÇÃO,E,8500,15.7
5371,24,52582,ALUGUEL,5.0,MÉDICO,B,8500,10.62
5372,22,46968,ALUGUEL,1.0,PERSONAL,C,8500,
5373,24,45000,HIPOTECA,8.0,PERSONAL,A,4000,
5374,24,45000,PRÓPRIO,4.0,OUTRO,A,11000,7.49
5375,24,55000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,8500,9.88
5376,25,55000,ALUGUEL,7.0,MÉDICO,C,8500,14.22
5377,24,45000,HIPOTECA,2.0,PERSONAL,A,7200,7.29
5378,26,59000,ALUGUEL,2.0,PERSONAL,B,8500,11.83
5379,21,60996,ALUGUEL,2.0,OUTRO,B,8500,
5380,23,45000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7000,5.42
5381,25,62500,ALUGUEL,3.0,EDUCAÇÃO,A,8500,7.88
5382,21,45000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6250,5.42
5383,25,63996,ALUGUEL,2.0,OUTRO,B,8500,11.89
5384,22,45000,HIPOTECA,3.0,EDUCAÇÃO,C,3000,
5385,23,65000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,8500,13.35
5386,23,65000,ALUGUEL,3.0,MÉDICO,B,8500,12.21
5387,23,66200,ALUGUEL,5.0,PERSONAL,A,8500,
5388,25,45000,HIPOTECA,2.0,MÉDICO,A,3000,6.92
5389,22,74000,ALUGUEL,6.0,OUTRO,B,8500,11.71
5390,25,69000,ALUGUEL,5.0,MELHORIA DE CASA,A,8500,6.92
5391,22,21040,ALUGUEL,,EDUCAÇÃO,B,8450,11.71
5392,23,38500,ALUGUEL,1.0,EDUCAÇÃO,B,8450,10.62
5393,24,45000,HIPOTECA,8.0,EDUCAÇÃO,A,5000,5.79
5394,22,100000,ALUGUEL,2.0,EDUCAÇÃO,C,8450,12.99
5395,24,45000,HIPOTECA,3.0,OUTRO,C,15000,13.06
5396,24,45000,HIPOTECA,8.0,MÉDICO,A,5000,5.79
5397,22,25000,ALUGUEL,2.0,EDUCAÇÃO,A,8400,6.62
5398,22,45000,HIPOTECA,0.0,MÉDICO,A,9125,5.79
5399,23,30000,ALUGUEL,0.0,MÉDICO,C,8400,14.65
5400,26,52000,ALUGUEL,5.0,PERSONAL,B,5000,10.59
5401,23,52000,ALUGUEL,1.0,PERSONAL,A,5000,7.49
5402,22,52000,ALUGUEL,1.0,OUTRO,A,5000,6.99
5403,23,45000,HIPOTECA,2.0,EDUCAÇÃO,B,10000,11.11
5404,24,52728,ALUGUEL,4.0,PERSONAL,A,5000,7.74
5405,22,53000,ALUGUEL,6.0,EDUCAÇÃO,B,5000,9.91
5406,22,53000,ALUGUEL,0.0,EDUCAÇÃO,A,5000,7.9
5407,24,45000,PRÓPRIO,8.0,MELHORIA DE CASA,A,10000,
