idade,renda,propriedadeCasa,tempoEmprego,intensao,grau,valor,juros
26,29760,0,6,2,1,7750,9
24,30000,0,6,1,4,7750,11
24,33000,0,2,3,5,7750,11
23,29000,0,6,2,3,7750,14
23,58000,1,0,1,0,9600,7
25,58000,1,9,2,1,10400,12
22,52000,1,6,3,3,6000,11
23,52000,1,7,4,1,5000,11
22,48000,0,1,4,0,7750,7
25,49000,0,2,2,0,7750,9
25,100000,0,9,4,1,7750,9
24,58000,1,6,0,0,2200,7
22,33000,0,5,0,1,7800,10
24,58000,1,0,5,0,3500,7
23,33000,0,0,4,1,7800,10
24,33600,0,1,4,3,7800,16
25,58000,1,4,2,1,17000,10
22,58000,3,5,1,2,4500,13
21,34000,0,5,0,2,7800,13
26,36000,0,3,3,2,7800,14
23,58000,2,0,3,1,16000,12
22,58000,2,3,0,2,15000,13
26,38000,0,6,3,1,7800,12
26,58000,1,5,2,2,12000,13
24,40000,0,1,2,0,7800,11
25,58000,1,2,4,3,2750,12
25,58000,1,5,5,3,10000,13
22,52000,1,6,1,3,10000,13
25,43000,0,2,3,0,7800,7
25,58000,1,5,1,0,3150,6
26,43000,0,5,2,0,7800,7
23,43955,0,7,1,3,7800,15
23,45000,0,0,0,1,7800,12
24,45000,0,3,4,0,7800,7
24,54000,0,2,0,0,7800,7
26,58125,1,10,3,1,6000,10
24,49000,0,2,3,3,7800,15
25,59000,0,2,3,1,7800,12
22,60000,0,6,3,3,7800,15
22,58200,1,1,1,2,10000,12
23,58200,1,2,0,1,13000,11
23,59004,0,1,0,3,7800,15
26,78000,0,6,3,3,7800,16
23,80000,0,2,3,1,7800,9
26,85757,0,0,2,1,7800,11
21,100000,0,1,0,0,7800,7
24,26000,0,3,2,1,7850,9
22,32000,0,0,4,3,7875,14
23,58500,1,6,2,0,4000,8
25,58560,1,9,0,1,5000,10
23,58560,1,7,2,1,8000,12
23,58600,1,6,4,0,7800,7
22,28000,0,7,3,1,7900,9
22,58608,1,6,1,0,12000,6
22,52650,1,1,0,5,19200,17
23,30000,0,4,0,2,7925,15
26,52704,1,8,5,1,3000,10
25,58750,1,6,5,3,6000,15
21,50700,0,5,3,1,7950,10
22,58800,1,6,1,1,5100,10
22,14400,0,3,5,1,8000,9
21,15500,0,3,5,0,8000,7
24,16000,0,0,5,2,8000,13
21,58800,1,5,1,3,25000,14
22,19200,0,4,5,3,8000,16
22,58896,1,6,4,0,9500,6
24,19200,0,1,5,2,8000,13
26,58900,1,8,4,0,6400,8
22,19800,0,4,2,0,8000,11
21,58951,1,5,2,0,3000,7
24,20000,0,5,1,1,8000,10
21,20000,0,4,2,1,8000,12
22,59000,1,5,2,0,6000,11
26,59000,1,9,4,0,6000,7
24,20000,0,0,2,2,8000,12
23,59000,1,7,4,0,3600,7
23,53000,1,6,0,1,6000,10
25,59000,1,5,5,0,6000,6
22,59000,1,6,1,1,10000,10
22,21000,0,7,1,3,8000,16
23,59000,1,5,1,0,13000,5
23,59000,1,7,3,0,2000,5
26,59000,1,4,3,0,7800,6
22,59000,1,1,2,0,15000,5
25,53000,1,9,2,0,10625,11
22,59000,1,6,0,0,6400,11
22,21600,0,3,2,1,8000,11
24,53000,1,6,2,3,5000,15
23,59000,1,7,1,0,9000,8
21,53000,1,4,4,0,14400,7
25,21996,0,3,5,2,8000,13
24,22100,0,4,1,2,8000,13
22,59000,1,1,1,0,13375,6
22,53000,1,6,1,2,25000,13
24,23000,0,0,5,2,8000,13
25,23000,0,4,5,3,8000,14
23,23148,0,0,0,1,8000,11
22,23400,0,2,2,0,8000,8
22,59000,1,4,1,0,20000,6
22,24000,0,0,1,0,8000,11
24,59000,1,5,4,0,8000,6
25,59000,3,6,5,0,5000,6
23,24000,0,7,4,0,8000,7
21,59000,1,5,4,1,5600,11
25,59000,1,7,1,1,25000,10
26,59000,1,4,1,1,3500,10
26,25000,0,1,2,1,8000,11
25,25000,0,1,5,1,8000,12
22,25000,0,4,3,1,8000,10
23,59000,1,0,1,1,21600,11
23,25000,0,6,4,2,8000,13
22,25000,0,6,1,1,8000,11
26,59000,1,7,5,1,500,9
25,59000,1,6,2,0,5100,8
23,59004,3,3,3,0,4000,6
23,25200,0,1,0,2,8000,12
26,59020,1,10,4,1,7000,10
22,26000,0,0,1,1,8000,11
25,26000,0,4,2,2,8000,12
24,27000,0,3,3,0,8000,8
26,27000,0,0,3,1,8000,11
21,27024,0,4,1,0,8000,8
23,27996,0,0,5,3,8000,17
24,59393,1,4,0,1,2400,12
25,59400,1,9,1,2,18500,12
25,59436,1,1,0,0,7500,6
25,28000,0,3,0,2,8000,14
26,59500,1,9,3,0,12000,6
24,59500,1,0,1,1,4200,10
26,59500,1,8,4,1,5100,10
21,28000,0,0,0,0,8000,7
21,28000,0,3,1,1,8000,10
23,28000,0,8,0,0,8000,7
24,28000,0,9,0,2,8000,12
22,59600,1,6,4,0,6000,5
25,59650,1,9,4,2,10000,13
24,28590,0,7,2,3,8000,15
26,59700,1,5,3,1,15000,10
26,59760,1,4,5,1,6000,9
22,53774,1,6,0,4,8600,19
22,28800,0,6,1,1,8000,11
25,59796,1,4,5,1,7000,9
23,59800,1,7,3,2,15000,15
22,28800,0,0,2,2,8000,13
26,53826,1,10,3,2,8500,14
24,28800,0,5,2,0,8000,11
23,59928,3,7,1,0,18000,6
23,53950,1,8,1,4,15000,16
22,59959,1,4,1,1,6000,11
26,28800,0,5,1,3,8000,11
21,28800,0,5,2,1,8000,9
23,30000,0,2,1,1,8000,12
26,30000,0,0,1,1,8000,9
24,30000,0,3,2,4,8000,11
23,30000,0,0,2,2,8000,13
22,30000,0,6,2,0,8000,5
26,54000,1,10,5,1,3600,12
26,30000,0,5,4,2,8000,12
23,60000,1,5,0,1,10000,11
22,30000,0,4,3,4,8000,11
26,60000,1,9,4,2,7200,13
25,30000,0,6,0,1,8000,10
26,30000,0,1,2,1,8000,10
24,30000,0,8,4,1,8000,9
26,30000,0,3,1,2,8000,12
24,60000,1,8,4,0,18000,7
23,60000,1,7,1,0,25850,7
24,30000,0,7,2,2,8000,13
26,30000,0,4,2,2,8000,13
22,60000,1,4,1,0,12000,7
24,30000,0,5,3,2,8000,14
22,30000,0,3,3,1,8000,12
25,30000,0,5,4,2,8000,12
23,30000,0,4,2,1,8000,12
25,60000,1,4,0,2,1200,13
24,60000,1,8,1,0,10000,6
23,60000,1,7,1,0,10000,6
22,30000,0,0,4,0,8000,9
23,60000,1,7,0,1,21000,11
21,30000,0,5,1,1,8000,11
23,30188,0,3,4,2,8000,14
22,30996,0,2,0,1,8000,11
23,60000,1,3,4,2,12000,15
26,60000,1,2,2,2,18000,13
26,31000,0,5,5,2,8000,14
26,60000,1,10,3,1,20000,12
24,31200,0,7,2,1,8000,11
23,31200,0,6,3,1,8000,11
25,31416,0,5,4,2,8000,12
23,54000,1,7,1,1,21200,12
26,60000,1,8,5,1,12000,10
23,60000,3,5,1,2,16000,14
25,32000,0,2,0,1,8000,10
24,60000,1,7,2,0,20000,7
22,32400,0,6,1,0,8000,7
23,33000,0,4,1,2,8000,11
26,60000,1,4,1,0,10000,6
24,54000,1,6,5,2,6300,14
22,33996,0,1,0,1,8000,10
22,34000,0,2,0,1,8000,9
23,60000,1,7,2,0,7000,7
25,60000,1,9,1,0,12000,7
24,60000,1,8,1,1,7000,11
24,29000,0,4,5,1,8000,12
23,60000,1,7,2,0,3000,8
23,60000,1,3,4,1,12000,10
23,60000,1,6,1,2,25600,11
22,60000,1,6,4,0,10000,8
23,60000,1,0,4,0,8000,7
22,35000,0,3,0,2,8000,14
24,35000,0,8,1,0,8000,6
26,60000,1,3,1,2,30000,14
25,60000,1,10,3,3,10000,16
25,60000,1,7,1,3,12000,16
26,35000,0,10,4,3,8000,11
22,35000,0,5,1,0,8000,7
23,60000,3,2,2,0,5000,6
24,60000,1,4,3,0,12000,7
23,60000,1,7,1,0,15000,7
23,29000,0,0,3,5,8000,18
23,29000,0,7,1,2,8000,12
22,60000,1,1,2,0,10000,7
22,35000,0,1,3,2,8000,12
26,60000,1,10,4,3,8000,16
25,60000,1,4,3,0,14000,7
25,60000,1,6,5,1,4000,12
22,35000,0,1,1,1,8000,9
24,60000,1,6,0,0,10000,8
23,35004,0,7,3,0,8000,11
22,29570,0,6,0,3,8000,14
22,60000,1,6,1,1,3950,10
22,60000,1,3,3,0,5000,7
26,60000,1,7,1,0,16000,7
26,30000,0,6,5,2,8000,11
23,36000,0,0,1,0,8000,7
22,30000,0,2,0,1,8000,11
25,60000,3,0,3,1,9000,9
24,60000,1,8,1,1,3000,10
23,36000,0,5,3,1,8000,11
21,30000,0,3,3,4,8000,16
23,60000,3,7,3,0,11500,11
24,60000,1,9,5,1,1500,12
22,36000,0,4,1,3,8000,15
25,60000,1,9,0,1,23275,12
22,60000,1,6,1,1,6000,9
24,60000,1,2,0,1,10000,11
24,60000,1,9,3,0,3000,7
25,60000,1,1,5,2,5000,15
24,36000,0,8,3,1,8000,11
25,60000,1,9,0,0,9600,6
24,60000,1,4,1,0,4000,7
26,36903,0,3,0,1,8000,12
22,30996,0,6,1,0,8000,7
25,60000,1,4,2,0,8650,7
22,37000,0,0,1,0,8000,8
23,60000,1,7,4,0,6000,8
22,60000,3,0,3,0,13250,7
25,31008,0,7,2,3,8000,11
23,60000,1,6,1,0,1200,6
22,31200,0,0,4,3,8000,14
23,37440,0,8,1,4,8000,14
23,37500,0,2,3,2,8000,14
24,37648,0,0,2,0,8000,7
22,60000,3,6,2,1,1000,10
22,60000,3,7,3,3,15000,16
24,54000,1,1,0,0,1500,5
22,60000,1,6,1,1,16800,11
24,37876,0,4,2,1,8000,9
23,60000,1,7,1,0,12000,5
22,60000,1,6,0,2,18000,12
22,60000,1,6,1,3,2500,15
22,60000,1,1,2,1,6750,10
25,60000,1,6,3,3,8400,16
23,38000,0,5,4,1,8000,10
23,60000,1,4,1,0,16000,7
26,38000,0,4,2,1,8000,12
24,38000,0,8,2,1,8000,11
23,60000,1,8,1,1,21000,11
25,60000,1,2,4,1,6900,9
25,60000,1,10,0,1,10000,11
26,60000,1,3,5,0,2000,11
22,60000,1,5,0,0,8000,6
23,60000,1,5,1,0,8850,6
26,54000,1,10,1,0,8500,5
23,38000,0,0,2,0,8000,6
22,38004,0,2,0,1,8000,11
22,38400,0,6,1,0,8000,7
23,32698,0,3,0,5,8000,18
23,60000,1,6,0,2,7000,12
26,39000,0,2,0,0,8000,6
25,60000,1,9,3,0,15000,8
23,54000,1,3,3,3,4000,15
23,60000,1,6,1,2,8000,13
26,54000,1,11,0,1,4800,11
22,60000,1,2,1,1,3500,9
22,39860,0,6,4,1,8000,11
22,39996,0,2,4,0,8000,7
24,60000,1,8,2,0,17000,7
22,60000,1,2,4,0,5200,5
23,33996,0,7,4,1,8000,10
25,40000,0,9,0,1,8000,12
26,60000,1,6,5,1,5000,9
22,40000,0,1,3,0,8000,7
25,60000,1,10,4,0,3600,5
22,40000,0,2,1,2,8000,12
22,60000,1,5,3,0,5600,7
24,34000,0,0,3,3,8000,16
23,40000,0,3,1,1,8000,11
23,60000,1,4,1,1,5600,10
21,40000,0,2,0,1,8000,9
23,54000,1,5,2,2,5200,13
24,40000,0,4,2,1,8000,9
24,40000,0,2,4,0,8000,6
22,40000,0,2,0,1,8000,11
23,60000,3,8,1,0,20000,7
24,40000,0,0,3,1,8000,10
25,60000,1,5,3,0,5000,11
24,60000,3,1,3,3,15000,16
22,40000,0,2,1,1,8000,12
24,60000,1,3,1,0,4000,5
24,40560,0,5,3,0,8000,7
25,60000,3,1,0,3,10000,16
24,60000,1,0,0,0,6000,5
25,41000,0,3,3,1,8000,10
21,35000,0,0,4,5,8000,19
25,60000,1,5,4,0,10425,8
26,35000,0,0,0,3,8000,15
22,60000,1,4,1,0,10000,5
25,60000,1,2,2,1,12500,11
24,60000,1,0,3,1,8500,10
25,41579,0,9,3,2,8000,13
26,54000,1,8,2,3,5000,15
24,41600,0,0,2,1,8000,10
24,60000,1,8,4,2,9600,12
23,60000,1,7,2,2,5000,12
23,36000,0,2,2,0,8000,7
25,60000,1,1,1,0,4000,11
21,60000,1,5,0,0,10000,5
25,60000,1,9,4,0,1800,8
24,42000,0,2,1,1,8000,11
24,36000,0,1,4,1,8000,12
25,54000,1,4,0,3,10000,16
25,42000,0,1,3,0,8000,5
25,60000,1,0,0,0,4000,5
22,60000,1,6,1,1,2800,10
24,36000,0,6,4,3,8000,15
22,60000,1,6,0,0,5000,5
22,60000,1,2,2,0,10000,11
22,60000,1,6,1,0,6000,6
23,60000,1,6,3,0,10000,5
24,42000,0,0,3,1,8000,9
25,42000,0,3,1,0,8000,11
25,36000,0,9,4,2,8000,12
22,60000,1,1,1,0,4800,7
23,60000,1,7,4,2,2000,15
24,36000,0,2,3,3,8000,14
23,42000,0,1,3,2,8000,12
25,42500,0,1,4,2,8000,11
24,36816,0,0,4,1,8000,10
24,60000,1,8,2,2,21000,11
23,42996,0,3,4,1,8000,11
23,43000,0,3,0,1,8000,10
22,60000,1,6,1,0,2500,6
22,54000,1,0,0,3,6000,11
25,60000,1,3,0,0,3000,5
24,60000,1,2,2,1,12000,9
26,43000,0,1,2,2,8000,12
22,43200,0,2,1,0,8000,5
22,60000,1,1,4,0,10000,5
25,43200,0,10,3,1,8000,11
24,43300,0,4,2,0,8000,7
23,43800,0,8,3,4,8000,17
22,60000,1,3,0,0,15000,7
26,44000,0,10,4,2,8000,13
22,44684,0,1,0,2,8000,12
22,60000,1,6,4,2,12000,13
25,54000,1,4,1,3,12000,17
26,45000,0,5,1,3,8000,18
25,60000,1,3,0,0,3200,5
23,39000,0,3,0,3,8000,16
24,39000,0,4,0,2,8000,11
23,60000,1,7,4,0,3800,5
25,45000,0,4,4,1,8000,10
26,60000,1,10,1,0,7875,7
26,45000,0,3,4,3,8000,15
23,39000,0,3,5,1,8000,11
24,45000,0,8,2,2,8000,12
22,60000,1,7,1,1,10950,11
24,60000,1,8,2,0,13000,7
23,60000,3,3,2,0,10000,6
22,60000,1,5,1,1,8800,10
23,60000,1,3,2,0,4000,7
22,45000,0,1,0,2,8000,12
25,45000,0,1,1,2,8000,13
21,45000,0,5,1,3,8000,11
25,39000,0,4,4,2,8000,11
23,45286,0,5,4,0,8000,7
22,45996,0,2,1,0,8000,7
25,60000,1,9,5,0,6500,5
22,46000,0,3,0,0,8000,6
25,60000,1,1,3,0,5000,7
26,60000,1,10,2,0,5000,6
23,60000,1,7,0,0,12000,7
23,60000,1,5,2,2,22000,13
24,40000,0,5,1,1,8000,9
26,60000,1,10,3,0,12500,6
23,46330,0,0,4,1,8000,10
24,46700,0,5,1,3,8000,15
21,41000,0,4,0,1,8000,9
26,47000,0,0,4,1,8000,10
22,47000,0,0,1,1,8000,12
22,60000,1,2,4,0,10000,11
23,60000,1,0,2,1,15000,10
25,60000,1,6,2,2,13000,14
24,60000,3,7,4,1,10000,10
26,60000,1,6,4,0,3050,7
26,60000,1,3,1,1,20000,10
22,60000,1,6,3,0,7800,7
25,47004,0,1,0,2,8000,12
23,48000,0,5,3,1,8000,11
24,42000,0,8,2,3,8000,16
23,48000,0,3,0,0,8000,8
22,48000,0,6,0,2,8000,12
24,60000,1,7,3,1,15850,11
22,60000,1,6,3,0,11200,5
25,48000,0,2,3,1,8000,10
23,48000,0,4,3,2,8000,12
23,60000,1,7,0,0,7200,11
25,60000,3,9,5,0,5000,7
22,60000,1,7,4,1,12000,10
24,48000,0,4,0,0,8000,7
25,48000,0,4,1,2,8000,14
23,42000,0,3,5,3,8000,15
25,60000,1,9,5,1,5500,10
25,48000,0,2,4,2,8000,13
26,48000,0,3,0,1,8000,9
24,48500,0,5,2,2,8000,15
22,60000,1,6,3,0,6125,6
26,48701,0,3,2,1,8000,11
25,49244,0,3,1,0,8000,8
24,49992,0,5,3,3,8000,15
21,44000,0,5,3,3,8000,16
24,50000,0,8,4,2,8000,15
24,50000,0,3,2,1,8000,12
23,50000,0,0,1,2,8000,14
22,50000,0,2,1,0,8000,6
23,50000,0,4,1,0,8000,6
22,60000,1,4,1,0,5000,6
24,60000,1,8,3,1,9000,11
25,50000,0,6,3,0,8000,7
23,44000,0,5,1,2,8000,13
25,60000,3,4,5,0,6500,6
22,60000,1,6,1,2,2000,12
26,60000,1,6,1,0,9000,6
23,50000,0,0,1,0,8000,7
24,50000,0,9,0,1,8000,9
24,60000,3,4,1,0,5000,5
23,60000,1,8,2,1,10000,11
21,44000,0,6,1,3,8000,15
24,60000,1,8,3,1,12000,9
21,60000,1,5,1,2,8000,12
23,60000,1,7,4,0,12000,11
21,60000,1,5,0,1,7800,9
22,60000,1,6,4,0,2000,6
25,50000,0,4,0,2,8000,13
24,60000,1,2,2,1,9700,8
26,60000,1,0,0,2,7200,11
23,50000,0,0,3,2,8000,11
22,50000,0,2,4,1,8000,12
23,60000,1,6,4,1,2000,10
24,50000,0,0,1,0,8000,7
23,60000,1,6,1,0,7000,6
22,50000,0,2,4,2,8000,13
25,44000,0,1,2,3,8000,12
21,60000,1,5,4,0,6000,6
23,60000,1,4,4,0,20000,6
25,60000,1,7,0,0,8000,5
23,60000,1,5,0,0,7200,11
23,50004,0,5,2,2,8000,12
26,50049,0,5,0,2,8000,12
21,50400,0,4,3,3,8000,15
26,60000,1,4,1,1,7000,9
23,60000,1,4,1,0,13000,6
26,60000,1,2,2,1,5000,11
25,60000,1,3,1,1,10000,10
25,51996,0,6,2,1,8000,10
24,52000,0,3,5,1,8000,10
24,52000,0,2,2,0,8000,7
26,52000,0,3,1,1,8000,10
23,52000,0,5,0,2,8000,13
26,46000,0,3,4,3,8000,14
22,60000,3,3,4,3,8700,15
24,52000,0,1,1,2,8000,11
23,46000,0,2,1,3,8000,11
25,60000,1,3,3,1,10000,11
24,60000,1,3,3,0,20000,7
25,60000,3,9,2,0,16000,7
24,46500,0,2,5,2,8000,15
24,52800,0,1,2,2,8000,12
21,60000,3,0,3,3,16000,11
24,60000,1,8,0,2,14000,11
25,53000,0,9,1,2,8000,12
23,53000,0,6,2,2,8000,14
23,60000,1,7,1,0,12000,7
22,60000,3,4,1,1,20000,11
26,53688,0,11,0,0,8000,5
23,54000,0,7,0,1,8000,10
23,48000,0,3,0,3,8000,15
24,54000,0,7,2,0,8000,7
22,60000,1,6,2,0,17500,7
24,54000,0,3,2,0,8000,8
23,54000,1,5,0,4,10000,16
23,54500,0,2,0,0,8000,11
22,54600,0,6,0,0,8000,7
26,54600,0,4,5,2,8000,13
22,48996,0,0,4,3,8000,14
23,60000,1,5,4,3,15000,15
23,54000,1,2,2,3,7500,15
23,55000,0,2,4,1,8000,10
23,54000,1,5,1,1,7750,10
22,55000,0,6,4,1,8000,11
23,55000,0,1,2,0,8000,5
26,54000,1,2,5,2,6000,13
23,60000,3,1,3,1,2000,11
24,60000,1,5,0,0,14000,7
22,60000,3,6,1,1,5900,11
24,55000,0,8,5,2,8000,13
23,55000,0,4,1,1,8000,9
25,60000,1,3,3,0,7000,11
22,60000,1,7,3,2,7000,13
24,60000,1,6,4,2,2400,13
22,49000,0,1,1,0,8000,6
23,55000,0,7,3,2,8000,13
22,60000,1,4,1,0,8000,7
25,60000,3,9,2,0,4000,6
24,60000,1,2,4,1,2600,11
23,49161,0,1,5,3,8000,13
23,55550,0,7,0,1,8000,11
26,60000,3,8,3,0,9800,11
25,56000,0,9,3,0,8000,5
25,60000,3,8,1,1,14000,11
23,50000,0,7,0,3,8000,16
22,60000,1,7,3,1,6000,10
23,56000,0,1,1,1,8000,10
24,56000,0,2,2,0,8000,7
22,54000,1,0,5,0,16000,7
23,60000,1,7,1,0,10500,11
24,60000,1,3,5,1,4000,11
24,60000,1,5,0,0,7000,7
24,60000,1,9,4,0,5000,7
23,60000,1,3,1,0,20000,7
25,57600,0,0,5,0,8000,7
23,57750,0,3,1,0,8000,7
23,57996,0,5,0,0,8000,7
25,60000,1,5,5,3,3000,14
25,60000,1,9,3,1,12000,10
25,60000,3,9,5,2,1400,14
24,52000,0,8,1,2,8000,13
23,58000,0,4,1,1,8000,10
22,52000,0,0,3,3,8000,15
22,60000,3,6,2,2,10000,11
25,60000,3,8,2,1,25000,10
24,58033,0,4,3,1,8000,10
22,60000,3,6,1,0,14000,7
23,58600,0,3,2,2,8000,11
26,54000,1,10,2,2,10000,11
21,60000,1,2,3,1,6000,10
25,54000,0,4,5,1,8000,9
22,60000,0,2,0,2,8000,13
22,60000,0,2,1,1,8000,10
25,60000,0,1,3,0,8000,5
25,60000,0,6,4,1,8000,9
21,60000,1,0,2,2,10000,11
25,60000,0,3,2,1,8000,11
23,60000,1,3,4,0,13000,7
26,60000,0,2,2,2,8000,13
22,60000,0,6,2,2,8000,14
25,54000,0,1,5,1,8000,11
23,60000,0,3,1,1,8000,10
22,60000,0,6,2,0,8000,7
22,54000,0,4,1,2,8000,13
22,60000,1,4,3,0,3000,6
23,60000,0,2,0,1,8000,11
25,54000,1,7,0,3,8400,14
24,60000,0,3,5,3,8000,14
23,60000,0,2,1,0,8000,8
23,60000,0,0,3,1,8000,11
21,60000,1,4,1,1,12000,11
23,60000,1,5,0,0,4000,7
21,60000,0,2,1,1,8000,11
24,60000,1,4,2,0,5000,7
23,60000,0,1,3,1,8000,12
22,60000,0,6,4,1,8000,11
23,60228,0,7,2,2,8000,12
23,60400,0,2,3,1,8000,9
23,54780,0,4,4,1,8000,10
23,60000,1,7,1,0,10750,7
25,54000,1,4,0,2,12000,12
23,61000,0,3,3,2,8000,13
22,55000,0,5,4,3,8000,15
24,55000,0,2,5,3,8000,14
22,60000,1,3,2,2,3250,12
22,60000,1,5,0,2,12500,13
25,61440,0,9,3,1,8000,10
26,55700,0,2,5,2,8000,13
25,61995,0,2,3,1,8000,9
21,46000,0,2,3,3,5200,17
23,54000,1,7,0,3,5000,14
22,52000,0,3,1,2,5200,11
23,54000,0,4,2,1,5200,11
24,54000,0,7,4,1,5200,10
22,60000,1,6,3,0,7000,7
26,62000,0,1,2,2,5200,15
22,54000,1,6,5,2,12000,13
22,60000,3,6,3,0,11500,7
25,65000,0,0,4,1,5200,9
23,60000,1,4,1,0,10000,11
23,15000,0,3,0,1,5175,12
25,21000,0,0,0,1,5175,12
25,60000,3,5,3,2,1200,13
21,54000,0,5,0,0,5125,5
21,60000,1,5,0,2,5000,13
22,60000,1,6,0,2,6000,13
22,60000,0,2,2,1,5125,11
26,28000,0,6,1,1,5100,11
23,60000,3,2,2,3,18500,15
25,60000,3,10,1,1,5500,10
25,32000,0,4,3,0,5100,8
21,35368,0,0,0,2,5100,12
21,37200,0,2,2,0,5100,7
26,60000,1,3,4,0,11500,7
25,45000,0,4,2,1,5100,10
22,60000,1,6,2,1,5000,11
22,60000,1,6,3,3,24250,15
24,53000,0,5,1,0,5100,7
26,56000,0,1,4,0,5100,8
23,60000,1,7,3,1,2450,11
23,60000,1,0,3,5,3000,19
25,33600,0,5,4,0,5075,5
22,36000,0,4,0,1,5075,11
23,60000,3,0,4,1,8000,12
26,34000,0,8,2,3,5050,16
25,66000,0,1,5,1,5050,11
24,60000,3,9,2,1,15000,11
23,60000,1,3,2,0,4500,7
22,74000,0,4,4,0,5050,5
22,40000,0,2,0,2,5025,13
21,10000,0,0,4,3,5000,12
22,60000,1,3,2,0,2000,7
24,10668,0,0,5,0,5000,7
24,10800,0,8,3,0,5000,7
23,60000,1,0,2,0,5000,11
21,12000,0,5,3,1,5000,11
26,12000,0,4,3,0,5000,6
21,12360,0,4,3,1,5000,10
23,60000,1,7,1,1,20000,12
24,13000,0,0,0,0,5000,8
23,60000,1,7,4,2,2000,14
21,14400,0,3,3,2,5000,13
23,14400,0,2,3,0,5000,6
26,60000,1,10,4,0,1200,7
25,60000,3,3,4,2,16000,13
22,15000,0,0,3,3,5000,11
25,60000,1,9,4,2,10200,13
23,60000,3,4,3,2,10000,13
24,60000,1,3,3,1,4000,12
22,54000,1,1,5,3,10000,14
26,15600,0,5,0,0,5000,5
22,54000,1,3,0,3,22750,11
22,60000,1,6,1,3,5000,14
22,60000,2,6,3,3,8000,16
25,15600,0,6,2,1,5000,10
23,60000,1,6,4,0,3350,11
23,60000,1,7,4,1,9500,12
26,16120,0,2,4,1,5000,11
26,60000,1,10,0,0,6000,8
22,16320,0,0,0,1,5000,12
24,60000,1,0,1,3,8000,15
24,60000,1,6,5,0,14000,8
26,60000,1,5,1,1,6000,11
26,16800,0,0,1,1,5000,11
24,16800,0,1,1,2,5000,14
22,54000,1,0,1,1,4000,11
25,54000,1,9,0,1,12000,12
23,17004,0,3,2,0,5000,6
21,17220,0,4,0,1,5000,10
25,60000,2,3,0,1,5000,11
22,17720,0,6,5,1,5000,9
22,60000,1,6,4,1,12900,11
23,18000,0,0,1,0,5000,8
21,18492,0,0,1,3,5000,12
23,60000,1,1,2,2,13200,13
23,18720,0,4,0,3,5000,16
21,19140,0,4,3,0,5000,8
25,60000,1,2,4,1,1800,12
25,19200,0,3,3,1,5000,10
22,60000,1,5,3,1,20000,12
24,19200,0,2,0,1,5000,11
25,19200,0,0,5,1,5000,9
22,60000,1,7,1,3,10000,11
25,19800,0,0,0,2,5000,13
23,60000,1,6,1,1,11500,11
21,19968,0,4,2,2,5000,11
24,60000,1,8,4,3,10000,14
24,60000,1,7,4,0,10000,9
24,60000,1,8,3,0,2800,9
25,60000,3,9,5,2,3000,13
22,60000,1,6,2,2,9000,13
22,20000,0,2,0,1,5000,11
21,20000,0,2,0,1,5000,10
24,54000,1,8,3,3,1500,14
22,60000,1,4,1,2,16750,12
22,60000,1,3,3,0,10000,8
22,20400,0,4,4,1,5000,12
21,21000,0,5,2,5,5000,20
25,60000,1,8,1,2,8000,11
24,54000,1,9,2,0,10000,9
26,21000,0,3,4,0,5000,6
21,21000,0,2,3,0,5000,6
23,54000,2,7,5,4,16000,16
24,21000,0,0,0,0,5000,8
24,21120,0,3,4,1,5000,11
25,21600,0,0,3,3,5000,17
24,60000,1,0,4,1,15000,11
26,21600,0,0,0,1,5000,9
25,60000,1,2,4,1,10000,12
23,21600,0,5,4,2,5000,13
24,21648,0,8,1,0,5000,6
26,54000,1,2,0,1,8000,11
22,60000,1,4,4,2,3000,13
23,60000,1,0,4,1,10000,11
21,22000,0,5,4,3,5000,15
22,60000,1,2,1,0,1000,9
25,22000,0,3,4,4,5000,16
25,60000,1,9,5,1,10000,10
22,22800,0,4,1,2,5000,13
26,22800,0,4,0,2,5000,13
23,22944,0,7,1,1,5000,11
24,22992,0,1,5,2,5000,13
24,23000,0,1,4,2,5000,11
24,23000,0,2,1,1,5000,11
26,23484,0,4,3,0,5000,7
23,24000,0,0,5,2,5000,14
22,60000,1,6,1,2,1600,11
26,24000,0,0,3,0,5000,8
24,24000,0,4,0,0,5000,7
23,24000,0,4,4,0,5000,6
22,24000,0,4,1,3,5000,16
23,54000,1,3,2,2,7500,11
23,60000,1,0,0,0,7500,8
21,24000,0,5,1,1,5000,11
21,24000,0,3,5,3,5000,11
23,60000,1,1,4,1,9900,9
22,60000,1,1,1,2,7500,11
23,60000,1,7,0,1,6000,9
25,24000,0,3,1,0,5000,6
22,60000,1,1,1,1,17000,9
26,60000,1,0,4,0,9800,7
22,60000,1,6,2,0,8000,8
21,24000,0,2,2,2,5000,12
25,24000,0,2,0,2,5000,12
23,24000,0,5,4,1,5000,10
23,24000,0,4,0,1,5000,10
23,24000,0,1,3,1,5000,11
22,24000,0,2,4,0,5000,8
22,24044,0,2,4,0,5000,8
24,60204,1,8,4,0,10000,7
21,24996,0,0,0,3,5000,11
21,24996,0,2,1,4,5000,16
22,24996,0,3,2,3,5000,11
21,24996,0,1,0,2,5000,11
26,25000,0,2,2,1,5000,12
22,60400,1,0,1,0,24000,6
24,60400,3,5,3,0,5500,8
24,54417,1,1,2,2,9525,11
